,parameter,fraction,units,method_speciation,num_decimal_places,class,class_type,trout_class,spatial_extent,sampling_period,sampling_period_units,strata,type,use,water_type,pollutant,standard_type,narrative,wqs_threshold,statistic,min_n,block,direction,threshold,threshold_units,summarize_rows,summarize_rows_operator,num_rows_to_summarize,aggregate_parameter,wqs_75p_threshold_formula,wqs_75p_threshold
4582,pfos,total,ug/l,none,0,b(ts),fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4583,pfos,total,ug/l,none,0,a,fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4584,pfos,total,ug/l,none,0,a(t),fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4585,pfos,total,ug/l,none,0,a(ts),fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4586,pfos,total,ug/l,none,0,a,fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4587,pfos,total,ug/l,none,0,a(t),fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4588,pfos,total,ug/l,none,0,a(ts),fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4589,pfos,total,ug/l,none,0,a-special,fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4590,pfos,total,ug/l,none,0,a-special(t),fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4591,pfos,total,ug/l,none,0,a-special(ts),fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4592,pfos,total,ug/l,none,0,a-special,fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4593,pfos,total,ug/l,none,0,a-special(t),fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4594,pfos,total,ug/l,none,0,a-special(ts),fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4595,pfos,total,ug/l,none,0,aa,fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4596,pfos,total,ug/l,none,0,aa(t),fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4597,pfos,total,ug/l,none,0,aa(ts),fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4598,pfos,total,ug/l,none,0,aa,fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4599,pfos,total,ug/l,none,0,aa(t),fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4600,pfos,total,ug/l,none,0,aa(ts),fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4601,pfos,total,ug/l,none,0,aa-special,fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4602,pfos,total,ug/l,none,0,aa-special(t),fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4603,pfos,total,ug/l,none,0,aa-special(ts),fresh,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4604,pfos,total,ug/l,none,0,aa-special,fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4605,pfos,total,ug/l,none,0,aa-special(t),fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4606,pfos,total,ug/l,none,0,aa-special(ts),fresh,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,160 ppb (ug/L),none,none,1,single,<=,160,ug/l,FALSE,NA,1,NA,NA,NA
4607,pfos,total,ug/l,none,0,sd,saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4608,pfos,total,ug/l,none,0,sd(t),saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4609,pfos,total,ug/l,none,0,sd(ts),saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4610,pfos,total,ug/l,none,0,sd,saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4611,pfos,total,ug/l,none,0,sd(t),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4612,pfos,total,ug/l,none,0,sd(ts),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4613,pfos,total,ug/l,none,0,sc,saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4614,pfos,total,ug/l,none,0,sc(t),saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4615,pfos,total,ug/l,none,0,sc(ts),saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4616,pfos,total,ug/l,none,0,sc,saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4617,pfos,total,ug/l,none,0,sc(t),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4618,pfos,total,ug/l,none,0,sc(ts),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4619,pfos,total,ug/l,none,0,i,saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4620,pfos,total,ug/l,none,0,i(t),saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4621,pfos,total,ug/l,none,0,i(ts),saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4622,pfos,total,ug/l,none,0,i,saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4623,pfos,total,ug/l,none,0,i(t),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4624,pfos,total,ug/l,none,0,i(ts),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4625,pfos,total,ug/l,none,0,sb,saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4626,pfos,total,ug/l,none,0,sb(t),saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4627,pfos,total,ug/l,none,0,sb(ts),saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4628,pfos,total,ug/l,none,0,sb,saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4629,pfos,total,ug/l,none,0,sb(t),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4630,pfos,total,ug/l,none,0,sb(ts),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4631,pfos,total,ug/l,none,0,sa,saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4632,pfos,total,ug/l,none,0,sa(t),saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4633,pfos,total,ug/l,none,0,sa(ts),saline,all,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4634,pfos,total,ug/l,none,0,sa,saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4635,pfos,total,ug/l,none,0,sa(t),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4636,pfos,total,ug/l,none,0,sa(ts),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4637,pfos,total,ug/l,none,0,sd,saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4638,pfos,total,ug/l,none,0,sd(t),saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4639,pfos,total,ug/l,none,0,sd(ts),saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4640,pfos,total,ug/l,none,0,sd,saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4641,pfos,total,ug/l,none,0,sd(t),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4642,pfos,total,ug/l,none,0,sd(ts),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4643,pfos,total,ug/l,none,0,sc,saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4644,pfos,total,ug/l,none,0,sc(t),saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4645,pfos,total,ug/l,none,0,sc(ts),saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4646,pfos,total,ug/l,none,0,sc,saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4647,pfos,total,ug/l,none,0,sc(t),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4648,pfos,total,ug/l,none,0,sc(ts),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4649,pfos,total,ug/l,none,0,i,saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4650,pfos,total,ug/l,none,0,i(t),saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4651,pfos,total,ug/l,none,0,i(ts),saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4652,pfos,total,ug/l,none,0,i,saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4653,pfos,total,ug/l,none,0,i(t),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4654,pfos,total,ug/l,none,0,i(ts),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4655,pfos,total,ug/l,none,0,sb,saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4656,pfos,total,ug/l,none,0,sb(t),saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4657,pfos,total,ug/l,none,0,sb(ts),saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4658,pfos,total,ug/l,none,0,sb,saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4659,pfos,total,ug/l,none,0,sb(t),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4660,pfos,total,ug/l,none,0,sb(ts),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4661,pfos,total,ug/l,none,0,sa,saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4662,pfos,total,ug/l,none,0,sa(t),saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4663,pfos,total,ug/l,none,0,sa(ts),saline,all,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4664,pfos,total,ug/l,none,0,sa,saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4665,pfos,total,ug/l,none,0,sa(t),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4666,pfos,total,ug/l,none,0,sa(ts),saline,all,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,guidance_value,190 ppb (ug/L),none,none,1,single,<=,190,ug/l,FALSE,NA,1,NA,NA,NA
4667,pfos,total,ug/l,none,0,sc,saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4668,pfos,total,ug/l,none,0,sc(t),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4669,pfos,total,ug/l,none,0,sc(ts),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4670,pfos,total,ug/l,none,0,sc,saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4671,pfos,total,ug/l,none,0,sc(t),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4672,pfos,total,ug/l,none,0,sc(ts),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4673,pfos,total,ug/l,none,0,i,saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4674,pfos,total,ug/l,none,0,i(t),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4675,pfos,total,ug/l,none,0,i(ts),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4676,pfos,total,ug/l,none,0,i,saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4677,pfos,total,ug/l,none,0,i(t),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4678,pfos,total,ug/l,none,0,i(ts),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4679,pfos,total,ug/l,none,0,sb,saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4680,pfos,total,ug/l,none,0,sb(t),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4681,pfos,total,ug/l,none,0,sb(ts),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4682,pfos,total,ug/l,none,0,sb,saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4683,pfos,total,ug/l,none,0,sb(t),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4684,pfos,total,ug/l,none,0,sb(ts),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4685,pfos,total,ug/l,none,0,sa,saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4686,pfos,total,ug/l,none,0,sa(t),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4687,pfos,total,ug/l,none,0,sa(ts),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4688,pfos,total,ug/l,none,0,sa,saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4689,pfos,total,ug/l,none,0,sa(t),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4690,pfos,total,ug/l,none,0,sa(ts),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4691,pfos,total,ug/l,none,0,sc,saline,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4692,pfos,total,ug/l,none,0,sc(t),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4693,pfos,total,ug/l,none,0,sc(ts),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4694,pfos,total,ug/l,none,0,sc,saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4695,pfos,total,ug/l,none,0,sc(t),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4696,pfos,total,ug/l,none,0,sc(ts),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4697,pfos,total,ug/l,none,0,i,saline,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4698,pfos,total,ug/l,none,0,i(t),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4699,pfos,total,ug/l,none,0,i(ts),saline,all,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4700,pfos,total,ug/l,none,0,i,saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
4701,pfos,total,ug/l,none,0,i(t),saline,all,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,guidance_value,41 ppb (ug/L),none,none,1,single,<=,41,ug/l,FALSE,NA,1,NA,NA,NA
